model,component,eigenvalue,explained_energy,cumulative_energy
CNN-M,110,0.00024165487841064457,8.855842086342245e-06,0.9997951397016593
CNN-M,111,0.00023668499148476907,8.673712372710974e-06,0.999803813414032
CNN-M,112,0.00022966781328782998,8.416556289570717e-06,0.9998122299703216
CNN-M,113,0.0002230105682179291,8.172590550261538e-06,0.9998204025608719
CNN-M,114,0.00021956754649680828,8.04641533351181e-06,0.9998284489762054
CNN-M,115,0.00021406618377313655,7.844808811595303e-06,0.9998362937850169
CNN-M,116,0.00020685342884672124,7.580485496229502e-06,0.9998438742705131
CNN-M,117,0.00019268261292794926,7.0611725453110585e-06,0.9998509354430585
CNN-M,118,0.0001919545330736339,7.0344908567042715e-06,0.9998579699339152
CNN-M,119,0.00018468260930903528,6.767999201552284e-06,0.9998647379331167
CNN-M,120,0.0001753888752315238,6.4274149686818e-06,0.9998711653480854
CNN-M,121,0.00016592066540249697,6.08043678376914e-06,0.9998772457848691
CNN-M,122,0.00016435223390952593,6.0229590216136644e-06,0.9998832687438908
CNN-M,123,0.00015738809799775214,5.767746760606907e-06,0.9998890364906514
CNN-M,124,0.0001542694092232019,5.653457260285159e-06,0.9998946899479118
CNN-M,125,0.00014676124918032178,5.378308336596796e-06,0.9999000682562483
CNN-M,126,0.00014433949106592165,5.289559011222115e-06,0.9999053578152596
CNN-M,127,0.00014116327060468499,5.173161167234364e-06,0.9999105309764268
CNN-M,128,0.00013516084847859923,4.9531924960708e-06,0.9999154841689228
CNN-M,129,0.0001234631496738857,4.5245110058833694e-06,0.9999200086799287
CNN-M,130,0.00012114246986732682,4.43946586201946e-06,0.9999244481457907
CNN-M,131,0.0001157808665510321,4.24298105438388e-06,0.9999286911268451
CNN-M,132,0.00011285807621756387,4.135870575940744e-06,0.999932826997421
CNN-M,133,0.00011118266967817628,4.074472536551574e-06,0.9999369014699576
CNN-M,134,0.00010607551063328205,3.887312259428754e-06,0.999940788782217
CNN-M,135,0.00010422067619324509,3.8193387883144505e-06,0.9999446081210054
CNN-M,136,9.651126782102354e-05,3.5368147872574477e-06,0.9999481449357926
CNN-M,137,9.550973828773045e-05,3.500112083591851e-06,0.9999516450478763
CNN-M,138,9.242956830232743e-05,3.3872341679080323e-06,0.9999550322820442
CNN-M,139,8.796188397007538e-05,3.2235084976535447e-06,0.9999582557905419
CNN-M,140,8.573344870363337e-05,3.1418438072941334e-06,0.9999613976343492
CNN-M,141,8.364814943393656e-05,3.0654245719091202e-06,0.9999644630589212
CNN-M,142,8.126778336770212e-05,2.978192126493976e-06,0.9999674412510476
CNN-M,143,7.707088963926039e-05,2.8243900250976114e-06,0.9999702656410727
CNN-M,144,7.527815560539431e-05,2.7586923259195673e-06,0.9999730243333986
CNN-M,145,7.126458672428285e-05,2.6116084662948455e-06,0.9999756359418649
CNN-M,146,6.938779038681224e-05,2.5428301651813803e-06,0.9999781787720301
CNN-M,147,6.266905322520984e-05,2.2966109466242377e-06,0.9999804753829767
CNN-M,148,5.870712643085178e-05,2.1514195965499347e-06,0.9999826268025733
CNN-M,149,5.724852352935931e-05,2.0979666844992708e-06,0.9999847247692578
CNN-M,150,5.251913389981437e-05,1.9246503914473953e-06,0.9999866494196492
CNN-M,151,5.176018785179386e-05,1.8968375602000909e-06,0.9999885462572095
CNN-M,152,4.7897038686073915e-05,1.7552660794478378e-06,0.9999903015232889
CNN-M,153,4.622149462830673e-05,1.6938630004705516e-06,0.9999919953862894
CNN-M,154,4.435790940401007e-05,1.625568842416075e-06,0.9999936209551318
CNN-M,155,4.0149406079840494e-05,1.4713412882122676e-06,0.99999509229642
CNN-M,156,3.890967601220969e-05,1.425909332603358e-06,0.9999965182057526
CNN-M,157,3.278927913799992e-05,1.2016172819722093e-06,0.9999977198230346
CNN-M,158,3.078800057135667e-05,1.1282771240017287e-06,0.9999988481001586
CNN-M,159,2.0151452147143657e-05,7.384832418832135e-07,0.9999995865834005
CNN-M,160,1.1281156248440216e-05,4.134166003376616e-07,1.0000000000000009
CNN-DN,1,5.332258473467394,0.20147426283650727,0.20147426283650727
CNN-DN,2,3.7775106089677064,0.14272960868004483,0.3442038715165521
CNN-DN,3,3.3384379077113695,0.12613966855290568,0.4703435400694578
CNN-DN,4,2.626232799735366,0.09922968288138348,0.5695732229508412
CNN-DN,5,2.4923744255333635,0.09417197283206086,0.6637451957829021
CNN-DN,6,2.4224122057335418,0.09152851758121124,0.7552737133641134
CNN-DN,7,2.0450671567222276,0.07727089748217589,0.8325446108462893
CNN-DN,8,1.8231258823121868,0.06888505968431667,0.901429670530606
CNN-DN,9,1.5255070313178856,0.05763981737119725,0.9590694879018032
CNN-DN,10,0.2258577114703701,0.008533816609014316,0.9676033045108176
CNN-DN,11,0.10295356206290743,0.0038900014180161657,0.9714933059288338
CNN-DN,12,0.06974941719547262,0.0026354147089189825,0.9741287206377528
CNN-DN,13,0.06343773696710991,0.002396933936166377,0.9765256545739192
CNN-DN,14,0.05975204148570088,0.0022576734738591437,0.9787833280477783
CNN-DN,15,0.049172537099411814,0.0018579370661044872,0.9806412651138828
CNN-DN,16,0.04528052843104663,0.0017108812582673492,0.9823521463721502
CNN-DN,17,0.043241289087834214,0.0016338305591188963,0.9839859769312691
CNN-DN,18,0.03762641582038037,0.0014216779678464298,0.9854076548991155
CNN-DN,19,0.03301934436636503,0.0012476041997326957,0.9866552590988482
CNN-DN,20,0.029560258510560794,0.001116905964387558,0.9877721650632357
CNN-DN,21,0.02744550038574996,0.0010370018606398043,0.9888091669238755
CNN-DN,22,0.026632200869291713,0.0010062721198819146,0.9898154390437575
CNN-DN,23,0.022667862896237907,0.000856483418765854,0.9906719224625233
CNN-DN,24,0.021194824200601363,0.0008008260670433602,0.9914727485295667
CNN-DN,25,0.019201197336747564,0.0007254987916000126,0.9921982473211667
CNN-DN,26,0.017241630035239364,0.0006514584239932336,0.99284970574516
CNN-DN,27,0.016403683687558,0.0006197974263998695,0.9934695031715598
CNN-DN,28,0.013741604270741973,0.0005192133135358725,0.9939887164850957
CNN-DN,29,0.012488825333308506,0.0004718782651370688,0.9944605947502327
CNN-DN,30,0.011765323714709166,0.0004445414516660717,0.9949051362018988
CNN-DN,31,0.010828031634595996,0.0004091267710306634,0.9953142629729295
CNN-DN,32,0.009050113124712917,0.00034194982847537395,0.9956562128014048
CNN-DN,33,0.008888075944948663,0.00033582740933392507,0.9959920402107387
CNN-DN,34,0.007897857491907101,0.0002984129565525458,0.9962904531672913
CNN-DN,35,0.006836767484519304,0.00025832069018822887,0.9965487738574795
CNN-DN,36,0.005882436367275565,0.00022226220590706582,0.9967710360633866
CNN-DN,37,0.005800501088839852,0.00021916636014015855,0.9969902024235268
CNN-DN,38,0.004939601049578576,0.00018663807936585892,0.9971768405028926
CNN-DN,39,0.004699624660709101,0.00017757080209747012,0.99735441130499
CNN-DN,40,0.004391060726307987,0.00016591201032457786,0.9975203233153146
CNN-DN,41,0.003923449803776251,0.00014824378092794137,0.9976685670962425
CNN-DN,42,0.0034990365675948657,0.00013220773460288432,0.9978007748308454
CNN-DN,43,0.0033507596152009002,0.0001266052324308934,0.9979273800632763
CNN-DN,44,0.0030585226661797318,0.00011556334011254459,0.9980429434033888
CNN-DN,45,0.002684468935864505,0.00010143007932792617,0.9981443734827168
CNN-DN,46,0.00266895999283836,0.00010084408881769232,0.9982452175715345
CNN-DN,47,0.0024464564613413775,9.243700667605647e-05,0.9983376545782106
CNN-DN,48,0.0023633204580165933,8.929579267295087e-05,0.9984269503708835
CNN-DN,49,0.002185314320714952,8.257000181497294e-05,0.9985095203726985
CNN-DN,50,0.0019483276151365655,7.361568685705426e-05,0.9985831360595555
CNN-DN,51,0.001702551981718729,6.43292907056999e-05,0.9986474653502612
CNN-DN,52,0.0016018456492728466,6.0524198699477504e-05,0.9987079895489607
CNN-DN,53,0.0015453633201729037,5.839006816636025e-05,0.998766379617127
CNN-DN,54,0.0014105531075895353,5.329639381838641e-05,0.9988196760109453
CNN-DN,55,0.0013357960454800412,5.0471770058064594e-05,0.9988701477810034
CNN-DN,56,0.001250155770335709,4.7235934550525885e-05,0.9989173837155538
CNN-DN,57,0.0011979816238500312,4.526458455790438e-05,0.9989626483001117
CNN-DN,58,0.0011312189715692671,4.274202189140815e-05,0.9990053903220031
CNN-DN,59,0.0011045396814045184,4.173397054774388e-05,0.9990471242925508
CNN-DN,60,0.00106253756196512,4.014696082311571e-05,0.9990872712533739
CNN-DN,61,0.0009998019848001121,3.7776557320390594e-05,0.9991250478106943
CNN-DN,62,0.0009635457639344779,3.640665085233612e-05,0.9991614544615467
CNN-DN,63,0.0009017713720745889,3.407256481279508e-05,0.9991955270263595
CNN-DN,64,0.0008902485802997515,3.3637187197436477e-05,0.9992291642135569
CNN-DN,65,0.0008595149294377141,3.247594573052066e-05,0.9992616401592874
CNN-DN,66,0.0008493859895532453,3.209323346953537e-05,0.999293733392757
CNN-DN,67,0.0007834029496186549,2.9600127706436678e-05,0.9993233335204634
CNN-DN,68,0.0007531151798699466,2.84557334289562e-05,0.9993517892538923
CNN-DN,69,0.0007237873702304677,2.734761032181036e-05,0.9993791368642142
CNN-DN,70,0.0006723802560647289,2.5405241908382823e-05,0.9994045421061226
CNN-DN,71,0.0006358895089878746,2.4026474092785558e-05,0.9994285685802154
CNN-DN,72,0.0006051146969324944,2.2863677389729654e-05,0.9994514322576051
CNN-DN,73,0.0005558533545085969,2.1002384899769453e-05,0.9994724346425049
CNN-DN,74,0.0005514031581348855,2.0834238505829145e-05,0.9994932688810108
CNN-DN,75,0.0005407167378622941,2.0430462384042343e-05,0.9995136993433948
CNN-DN,76,0.0005137376337538197,1.9411082858595284e-05,0.9995331104262535
CNN-DN,77,0.0005009029119960064,1.8926135229418258e-05,0.999552036561483
CNN-DN,78,0.0004809286323918511,1.817142626717236e-05,0.9995702079877501
CNN-DN,79,0.0004618940919242513,1.7452224445238255e-05,0.9995876602121954
CNN-DN,80,0.0004522144091866708,1.708648693387243e-05,0.9996047466991292
CNN-DN,81,0.0004400106656987285,1.6625380212337198e-05,0.9996213720793415
CNN-DN,82,0.00042232021960894324,1.595696370497483e-05,0.9996373290430465
CNN-DN,83,0.00041248190565699295,1.5585232465597313e-05,0.9996529142755121
CNN-DN,84,0.00037354729645608896,1.4114125667865747e-05,0.9996670284011799
CNN-DN,85,0.0003698441401179757,1.397420546386548e-05,0.9996810026066438
CNN-DN,86,0.0003524632889483519,1.3317486703082323e-05,0.9996943200933469
CNN-DN,87,0.00034535112172759863,1.3048760298482612e-05,0.9997073688536454
CNN-DN,88,0.00033674298464411983,1.2723510110045718e-05,0.9997200923637555
CNN-DN,89,0.00032363983058353714,1.2228420024235904e-05,0.9997323207837797
CNN-DN,90,0.0003069115953765561,1.1596359730525008e-05,0.9997439171435102
CNN-DN,91,0.00029927804390165547,1.1307933322862506e-05,0.999755225076833
CNN-DN,92,0.0002932412289400215,1.107983807010468e-05,0.9997663049149031
CNN-DN,93,0.00028018039183518506,1.0586346889806832e-05,0.9997768912617929
CNN-DN,94,0.0002741916981673477,1.0360069853897017e-05,0.9997872513316468
CNN-DN,95,0.0002596573294411497,9.810902697151792e-06,0.999797062234344
CNN-DN,96,0.0002575992667736279,9.733140776780993e-06,0.9998067953751207
CNN-DN,97,0.00025199920697358745,9.521547898140991e-06,0.9998163169230189
CNN-DN,98,0.00023843130904943832,9.008897912002686e-06,0.9998253258209309
CNN-DN,99,0.00023139999650888441,8.743226523803832e-06,0.9998340690474546
CNN-DN,100,0.00021584052436899678,8.155326819558896e-06,0.9998422243742742
CNN-DN,101,0.00021277273695383817,8.039413419808362e-06,0.9998502637876939
CNN-DN,102,0.00021051402852091187,7.954070291985357e-06,0.9998582178579859
CNN-DN,103,0.00019681200061558537,7.4363523333891425e-06,0.9998656542103193
CNN-DN,104,0.00019089567538580794,7.212809669375084e-06,0.9998728670199887
CNN-DN,105,0.0001763706119655002,6.663994104671773e-06,0.9998795310140933
CNN-DN,106,0.00017272039581262583,6.526074194702358e-06,0.999886057088288
CNN-DN,107,0.0001629924509052491,6.158513143624239e-06,0.9998922156014317
CNN-DN,108,0.00015601621179441488,5.894922652049182e-06,0.9998981105240837
CNN-DN,109,0.0001542832965919858,5.829446116223914e-06,0.9999039399702
CNN-DN,110,0.00014894602056622508,5.6277822699951965e-06,0.99990956775247
CNN-DN,111,0.0001393486441576945,5.265154624187207e-06,0.9999148329070942
CNN-DN,112,0.0001358658125502383,5.133559178432374e-06,0.9999199664662726
CNN-DN,113,0.00013468260391215754,5.088852776946909e-06,0.9999250553190495
CNN-DN,114,0.0001316792572747801,4.975374210065914e-06,0.9999300306932596
CNN-DN,115,0.00012679090557362257,4.790672538086411e-06,0.9999348213657977
CNN-DN,116,0.00012295111637327085,4.645589792672273e-06,0.9999394669555903
CNN-DN,117,0.00011492818534312225,4.342451052656126e-06,0.999943809406643
CNN-DN,118,0.00010567962325882641,3.993003020925681e-06,0.9999478024096639
CNN-DN,119,0.00010353772116636196,3.912073308441838e-06,0.9999517144829723
CNN-DN,120,9.791826934207757e-05,3.699747720798907e-06,0.9999554142306931
CNN-DN,121,9.184455920790664e-05,3.4702584193980725e-06,0.9999588844891125
CNN-DN,122,9.024442127194243e-05,3.409798745005079e-06,0.9999622942878575
CNN-DN,123,8.51399654547801e-05,3.2169317866493346e-06,0.9999655112196442
CNN-DN,124,8.130008585494267e-05,3.0718456255774916e-06,0.9999685830652697
CNN-DN,125,7.618621952231633e-05,2.8786230999371796e-06,0.9999714616883696
CNN-DN,126,7.222573309614831e-05,2.72897992581938e-06,0.9999741906682954
CNN-DN,127,6.961615525282824e-05,2.6303795344629746e-06,0.9999768210478299
CNN-DN,128,6.73036097681595e-05,2.5430022253700496e-06,0.9999793640500553
CNN-DN,129,6.080513766551404e-05,2.2974637011295464e-06,0.9999816615137564
CNN-DN,130,5.547733398293254e-05,2.0961577582862076e-06,0.9999837576715147
CNN-DN,131,5.231412959658695e-05,1.9766391199622544e-06,0.9999857343106346
CNN-DN,132,4.841617425804221e-05,1.8293586229063325e-06,0.9999875636692576
CNN-DN,133,4.719630583845211e-05,1.7832670668016577e-06,0.9999893469363244
CNN-DN,134,4.128482188914377e-05,1.5599073259183043e-06,0.9999909068436502
CNN-DN,135,3.7529329518332284e-05,1.4180096552104256e-06,0.9999923248533055
CNN-DN,136,3.604888587360797e-05,1.3620725146018109e-06,0.99999368692582
CNN-DN,137,3.063459026300081e-05,1.157498557365136e-06,0.9999948444243774
CNN-DN,138,2.7628260131141874e-05,1.0439072620118948e-06,0.9999958883316393
CNN-DN,139,2.3976596055638646e-05,9.05932643677207e-07,0.999996794264283
CNN-DN,140,2.3131890386082294e-05,8.74016251601596e-07,0.9999976682805346
CNN-DN,141,2.0643697773299988e-05,7.800022845461741e-07,0.9999984482828191
CNN-DN,142,1.915480571357357e-05,7.237459286944958e-07,0.9999991720287479
CNN-DN,143,1.6282714982878557e-05,6.152267401282175e-07,0.999999787255488
CNN-DN,144,5.630539149605577e-06,2.127445115767633e-07,0.9999999999999996
